Estacion,Lat,Lon,meses:1,3,6,9,12,24,36,48
E000V00003,-17.595,-69.478,-2.08,-1.76,-2.06,-2.11,-1.80,-0.48,0.03,0.27
E000V00002,-18.197,-69.554,-1.43,-1.43,-2.09,-2.41,-2.00,-0.07,1.23,1.01
E000V00001,-19.011,-69.857,-0.85,-0.57,-1.54,-1.93,-1.17,0.47,0.22,-0.29
E000V00006,-19.276,-68.638,-1.13,-1.17,-2.36,-2.85,-2.07,0.34,2.33,2.33
E000V00005,-19.313,-69.427,-1.02,-0.88,-2.09,-2.51,-1.65,0.42,1.08,0.64
E000V00007,-19.996,-69.767,-0.81,-0.39,-1.00,-1.22,-0.70,-0.01,-0.32,-0.56
E000V00004,-20.250,-70.117,-0.68,-0.34,-0.57,-0.78,-0.51,-0.32,-0.69,-0.85
E000V00008,-20.501,-69.342,-0.55,-0.18,-0.70,-0.90,-0.47,-0.06,-0.58,-0.81
E000V00011,-21.224,-68.255,-1.29,-1.64,-1.73,-1.61,-1.51,0.02,0.31,0.43
E000V00013,-22.091,-70.200,-0.21,0.05,-1.26,-1.50,-1.19,1.30,0.46,0.73
E000V00014,-22.350,-69.666,-0.22,-0.15,-1.52,-1.69,-1.41,1.49,1.39,2.33
E000V00009,-22.892,-69.320,-0.39,-0.61,-1.82,-1.98,-1.83,0.05,0.86,0.84
E000V00012,-22.932,-68.213,-1.25,-1.71,-1.83,-1.81,-1.67,-0.62,-0.43,-0.50
E000V00166,-23.600,-67.440,-1.37,-2.07,-1.97,-1.98,-1.94,-0.94,-0.80,-0.85
E000V00165,-23.940,-68.570,-1.64,-1.83,-2.10,-2.14,-2.03,-1.03,-0.68,-0.75
E000V00164,-24.510,-69.690,-1.49,-1.64,-2.06,-2.16,-2.11,-1.12,-0.79,-0.87
E000V00167,-25.000,-69.300,-1.58,-1.76,-2.12,-2.18,-2.09,-1.12,-0.79,-0.86
E000V00010,-25.411,-70.484,-1.22,-1.40,-2.03,-2.17,-2.19,-1.14,-0.81,-0.92
E000V00168,-25.700,-69.270,-1.10,-1.17,-2.03,-2.19,-2.22,-1.10,-0.69,-0.80
