Estacion,Lat,Lon,meses:1,3,6,9,12,24,36,48
E000V00003,-17.595,-69.478,-0.67,-0.41,-0.63,-1.20,-1.03,-0.09,0.08,-0.02
E000V00002,-18.197,-69.554,-0.90,-0.54,-1.03,-1.96,-1.93,-0.38,1.31,2.33
E000180005,-18.356,-70.340,-0.29,-0.29,-0.30,-0.24,-0.07,0.72,1.98,2.33
E000V00001,-19.011,-69.857,-0.89,-0.77,-1.09,-1.70,-1.94,-0.75,-0.57,-1.13
E000V00006,-19.276,-68.638,-0.63,-0.51,-0.78,-1.28,-1.41,0.32,2.33,0.06
E000V00005,-19.313,-69.427,-0.69,-0.59,-0.85,-1.34,-1.51,-0.24,0.09,-0.98
E000V00007,-19.996,-69.767,-1.34,-0.98,-1.17,-1.54,-1.66,-0.80,-0.78,-1.20
E000V00004,-20.250,-70.117,-2.87,-1.59,-1.50,-1.75,-1.79,-1.03,-1.08,-1.32
E000V00008,-20.501,-69.342,-3.10,-1.64,-1.46,-1.68,-1.69,-0.73,-0.77,-1.01
E000200006,-20.549,-70.181,-0.25,-0.25,-0.09,0.09,0.25,0.77,0.95,2.01
E000V00011,-21.224,-68.255,-0.92,-0.10,-0.07,0.21,0.23,0.39,0.46,0.61
E000V00013,-22.091,-70.200,-3.92,-2.04,-1.75,-1.49,-1.02,1.07,2.33,2.33
E000V00014,-22.350,-69.666,-3.51,-1.75,-1.52,-1.27,-0.75,0.75,2.33,2.33
E000220002,-22.498,-68.892,-0.23,0.28,0.27,-0.10,0.11,-1.04,-1.32,-1.02
E000V00009,-22.892,-69.320,-2.06,-0.75,-0.73,-0.25,0.13,0.70,0.41,0.51
E000V00012,-22.932,-68.213,-0.87,-0.22,-0.12,-0.02,-0.17,-0.49,-0.63,-0.64
E000230001,-23.454,-70.445,-0.03,0.04,-0.04,0.07,0.20,1.31,2.33,2.33
E000V00166,-23.600,-67.440,-0.85,-0.19,-0.11,-0.16,-0.29,-0.65,-0.62,-0.74
E000V00165,-23.940,-68.570,-1.15,-0.32,-0.23,-0.02,-0.11,-0.69,-0.86,-0.85
E000V00164,-24.510,-69.690,-0.78,-0.20,-0.07,-0.02,-0.21,-0.80,-0.93,-0.86
E000V00167,-25.000,-69.300,-0.95,-0.22,-0.11,-0.01,-0.18,-0.79,-0.92,-0.86
E000V00010,-25.411,-70.484,-1.06,-0.13,-0.06,-0.16,-0.30,-0.87,-0.85,-0.76
E000V00168,-25.700,-69.270,-0.43,-0.25,-0.04,-0.14,-0.28,-0.87,-0.84,-0.72
E000V00169,-26.250,-68.990,-0.23,-0.09,0.49,1.07,0.73,-0.51,1.21,0.85
E000V00016,-26.332,-70.611,-0.17,-0.33,0.11,0.27,0.06,-0.63,-0.48,-0.24
E000V00017,-26.391,-70.046,-0.17,-0.36,0.14,0.23,0.03,-0.65,-0.50,-0.25
E000V00170,-27.070,-69.330,-0.12,-0.42,0.53,2.39,1.38,-0.38,2.33,2.33
E000270008,-27.254,-70.781,-0.04,0.35,0.35,0.35,0.88,2.33,2.33,2.33
E000270009,-27.359,-70.353,-0.41,-0.28,0.45,0.51,0.37,-0.01,-0.39,-0.44
E000V00171,-27.980,-69.810,-0.11,-0.37,0.63,2.33,1.66,-0.12,1.76,2.33
E000V00019,-28.463,-71.225,-0.31,-0.31,0.43,1.32,0.84,-0.18,0.06,0.58
E000V00018,-28.768,-70.449,-0.18,-0.20,0.70,2.26,1.76,0.02,0.66,1.21
E000V00015,-28.976,-70.000,-0.13,-0.29,0.70,2.33,2.54,0.03,1.60,2.33
E000V00021,-29.372,-71.116,-0.41,-0.06,0.75,1.38,1.69,0.26,0.54,0.97
E000290004,-29.914,-71.207,-0.05,0.03,0.56,0.76,0.92,2.33,2.33,2.33
E000V00022,-30.031,-70.721,-0.13,-0.40,0.50,1.05,0.64,-0.59,-0.11,0.07
E000V00020,-30.234,-71.082,-0.24,-0.29,0.57,1.21,0.77,-0.48,-0.06,0.12
E000V00172,-30.380,-71.720,-0.41,-0.17,0.62,1.30,0.90,-0.33,0.03,0.24
E000V00027,-30.746,-70.937,-0.11,-0.47,0.38,0.78,0.46,-0.65,-0.18,-0.03
E000V00028,-30.838,-71.256,-0.14,-0.39,0.45,0.92,0.53,-0.60,-0.14,0.02
E000V00026,-31.188,-70.999,-0.12,-0.50,0.34,0.65,0.35,-0.66,-0.18,-0.08
E000V00024,-31.390,-71.413,-0.13,-0.46,0.38,0.74,0.41,-0.65,-0.19,-0.09
E000V00023,-31.633,-71.152,-0.13,-0.54,0.32,0.65,0.33,-0.68,-0.22,-0.12
E000V00025,-31.783,-70.970,-0.12,-0.56,0.30,0.56,0.29,-0.70,-0.25,-0.12
E000320019,-32.076,-70.707,-0.93,-0.43,0.42,0.66,0.69,1.98,1.73,2.33
E000V00035,-32.251,-70.926,-0.15,-0.52,0.33,0.58,0.33,-0.67,-0.20,-0.10
E000V00174,-32.343,-70.464,-0.14,-0.57,0.31,0.53,0.30,-0.70,-0.20,-0.11
E000V00033,-32.362,-70.819,-0.15,-0.52,0.33,0.58,0.33,-0.67,-0.20,-0.10
E000V00034,-32.505,-71.441,-0.19,-0.50,0.37,0.68,0.36,-0.67,-0.21,-0.11
E000V00175,-32.540,-71.014,-0.19,-0.50,0.37,0.68,0.36,-0.67,-0.21,-0.11
E000V00041,-32.594,-70.725,-0.18,-0.52,0.33,0.60,0.35,-0.68,-0.20,-0.10
E000V00176,-32.618,-70.368,-0.16,-0.52,0.34,0.55,0.33,-0.66,-0.14,-0.08
E000V00040,-32.757,-70.809,-0.18,-0.52,0.33,0.60,0.35,-0.68,-0.20,-0.10
E000V00031,-32.789,-71.526,-0.19,-0.45,0.38,0.76,0.39,-0.61,-0.18,-0.12
E000V00037,-32.790,-71.173,-0.19,-0.50,0.37,0.68,0.36,-0.67,-0.21,-0.11
E000320028,-32.828,-71.227,-2.41,-1.95,-0.33,0.11,-1.01,-2.09,-0.87,0.42
E000V00032,-32.890,-70.382,-0.16,-0.52,0.34,0.55,0.33,-0.66,-0.14,-0.08
E000V00036,-32.893,-71.207,-0.19,-0.50,0.37,0.68,0.36,-0.67,-0.21,-0.11
E000V00030,-32.917,-71.517,-0.19,-0.45,0.38,0.76,0.39,-0.61,-0.18,-0.12
E000V00042,-32.994,-71.261,-0.19,-0.50,0.37,0.68,0.36,-0.67,-0.21,-0.11
E000330002,-33.023,-71.648,0.04,0.24,1.44,2.33,2.33,1.29,2.33,2.33
E000330007,-33.065,-71.556,-0.75,0.02,1.00,0.66,2.33,2.33,2.33,2.33
E000V00029,-33.083,-71.400,-0.23,-0.45,0.40,0.72,0.37,-0.65,-0.22,-0.12
E000V00051,-33.121,-70.834,-0.19,-0.49,0.38,0.65,0.39,-0.66,-0.20,-0.10
E000V00050,-33.147,-70.660,-0.19,-0.49,0.38,0.65,0.39,-0.66,-0.20,-0.10
E000V00177,-33.230,-71.460,-0.23,-0.45,0.40,0.72,0.37,-0.65,-0.22,-0.12
E000V00178,-33.287,-71.155,-0.23,-0.45,0.40,0.72,0.37,-0.65,-0.22,-0.12
E000V00046,-33.353,-70.502,-0.19,-0.49,0.38,0.65,0.39,-0.66,-0.20,-0.10
E000330021,-33.378,-70.787,-1.06,-0.75,-0.25,-0.39,-0.39,-1.32,-1.26,-1.09
E000V00043,-33.420,-70.733,-0.19,-0.49,0.38,0.65,0.39,-0.66,-0.20,-0.10
E000V00055,-33.439,-71.026,-0.23,-0.45,0.40,0.72,0.37,-0.65,-0.22,-0.12
E000V00038,-33.439,-71.624,-0.22,-0.49,0.44,0.82,0.43,-0.58,-0.18,-0.11
E000330020,-33.445,-70.683,-0.78,-0.18,0.66,1.10,1.56,0.04,0.54,1.47
E000330019,-33.455,-70.549,-1.06,-0.69,0.01,-0.29,-1.21,-2.53,-1.72,-1.28
E000V00044,-33.467,-70.700,-0.19,-0.49,0.38,0.65,0.39,-0.66,-0.20,-0.10
E000V00047,-33.517,-70.766,-0.24,-0.47,0.39,0.68,0.40,-0.68,-0.17,-0.11
E000V00039,-33.543,-71.596,-0.22,-0.45,0.46,0.89,0.51,-0.60,-0.13,-0.06
E000V00045,-33.545,-70.548,-0.24,-0.47,0.39,0.68,0.40,-0.68,-0.17,-0.11
E000V00058,-33.608,-70.902,-0.24,-0.47,0.39,0.68,0.40,-0.68,-0.17,-0.11
E000V00048,-33.617,-70.567,-0.24,-0.47,0.39,0.68,0.40,-0.68,-0.17,-0.11
E000330031,-33.636,-78.833,0.06,0.45,0.64,0.38,0.46,2.33,0.60,0.26
E000330030,-33.656,-71.613,-0.21,0.14,1.29,2.33,2.33,2.33,2.33,2.33
E000V00049,-33.676,-70.089,-0.21,-0.52,0.38,0.61,0.40,-0.74,-0.21,-0.11
E000V00057,-33.692,-71.101,-0.25,-0.46,0.42,0.78,0.46,-0.66,-0.21,-0.11
E000V00052,-33.707,-70.707,-0.24,-0.47,0.39,0.68,0.40,-0.68,-0.17,-0.11
E000V00053,-33.862,-70.639,-0.24,-0.47,0.39,0.68,0.40,-0.68,-0.17,-0.11
E000V00179,-33.878,-70.220,-0.21,-0.52,0.38,0.61,0.40,-0.74,-0.21,-0.11
E000V00056,-33.941,-71.394,-0.25,-0.46,0.42,0.78,0.46,-0.66,-0.21,-0.11
E000V00068,-33.959,-71.825,-0.22,-0.45,0.46,0.89,0.51,-0.60,-0.13,-0.06
E000V00064,-33.983,-70.717,-0.24,-0.47,0.39,0.68,0.40,-0.68,-0.17,-0.11
E000V00054,-34.029,-70.995,-0.23,-0.48,0.44,0.77,0.47,-0.75,-0.23,-0.12
E000V00059,-34.169,-70.772,-0.23,-0.48,0.44,0.77,0.47,-0.75,-0.23,-0.12
E000V00180,-34.203,-70.402,-0.22,-0.50,0.39,0.66,0.43,-0.81,-0.27,-0.16
E000V00061,-34.215,-70.997,-0.23,-0.48,0.44,0.77,0.47,-0.75,-0.23,-0.12
