"Estacion,Lat,Lon,meses:1,3,6,9,12,24,36,48"
"E000V00025,-70.97,-31.783,1.94368779659271,2.00547480583191,3.00986766815186,3.01898503303528,2.0482861995697,1.98742628097534,2.09681344032288,2.11319208145142"
"E000320019,-70.707,-32.076,1.7110732793808,2.62480711936951,3.66444420814514,3.70010137557983,3.42277526855469,2.52719020843506,3.3756148815155,3.46893787384033"
"E000V00035,-70.926,-32.251,1.10871732234955,2.02827906608582,3.12164783477783,3.1892101764679,2.85683393478394,1.93226063251495,2.20014405250549,2.91552090644836"
"E000V00174,-70.464,-32.343,0.567512392997742,2.06119537353516,3.11381983757019,3.15862131118774,2.3161518573761,1.36649417877197,2.25417804718018,2.34314513206482"
"E000V00033,-70.819,-32.362,1.18050920963287,2.14910578727722,3.45431184768677,3.51982975006104,2.87521576881409,1.95174181461334,2.67807507514954,2.92598366737366"
"E000V00034,-71.441,-32.505,1.33835196495056,2.11483526229858,3.29135799407959,3.5003137588501,2.67372727394104,1.69185662269592,2.44427537918091,2.72238540649414"
"E000V00175,-71.014,-32.54,1.83236527442932,2.00717210769653,3.05639243125916,3.8808650970459,2.12934327125549,1.93998801708221,2.07937741279602,2.94076919555664"
"E000V00041,-70.725,-32.594,1.06291925907135,2.01591658592224,3.19587969779968,3.28523230552673,2.39113974571228,1.46258950233459,2.26294684410095,2.45047807693481"
"E000V00176,-70.368,-32.618,0.898487746715546,1.99241924285889,3.02097678184509,3.0892698764801,2.25123834609985,1.29668867588043,2.15075349807739,2.26041531562805"
"E000V00040,-70.809,-32.757,1.02195155620575,2.00189971923828,3.0368378162384,3.08997368812561,2.76179194450378,1.79438138008118,2.07079195976257,2.78128337860107"
"E000V00031,-71.526,-32.789,1.50219213962555,2.33320021629333,3.52100396156311,3.70963382720947,3.00084710121155,1.73801791667938,2.58293104171753,2.82022404670715"
"E000V00037,-71.173,-32.79,1.69400000572205,2.04261684417725,3.69104194641113,3.86905717849731,2.80263829231262,1.79898381233215,2.71593713760376,2.91877627372742"
"E000320028,-71.227,-32.828,1.69400000572205,2.04261684417725,3.69104194641113,3.86905717849731,2.80263829231262,1.79898381233215,2.71593713760376,2.91877627372742"
"E000V00032,-70.382,-32.89,0.895175635814667,1.9714789390564,2.99204015731812,3.07600116729736,2.38980531692505,1.4047976732254,2.08995032310486,2.31581425666809"
"E000V00036,-71.207,-32.893,1.01528060436249,2.00777888298035,3.01785445213318,3.98934435844421,2.03097939491272,1.02582514286041,2.01868796348572,2.99246954917908"
"E000V00030,-71.517,-32.917,1.75035226345062,2.71363472938538,3.8024959564209,3.89072895050049,3.5457124710083,1.88050043582916,2.79395985603333,2.92646074295044"
"E000V00042,-71.261,-32.994,1.01528060436249,2.00777888298035,3.01785445213318,3.98934435844421,2.03097939491272,1.02582514286041,2.01868796348572,2.99246954917908"
"E000330002,-71.648,-33.023,1.44149816036224,2.37070226669312,3.53519010543823,3.67098999023438,3.05242514610291,1.76648581027985,2.58404135704041,2.78998804092407"
"E000330007,-71.556,-33.065,1.75035226345062,2.71363472938538,3.8024959564209,3.89072895050049,3.5457124710083,1.88050043582916,2.79395985603333,2.92646074295044"
"E000V00029,-71.4,-33.083,1.75035226345062,2.71363472938538,3.8024959564209,3.89072895050049,3.5457124710083,1.88050043582916,2.79395985603333,2.92646074295044"
"E000V00051,-70.834,-33.121,0.93625795841217,1.99168336391449,3.03606104850769,3.14027428627014,2.44413208961487,1.63890600204468,2.10890579223633,2.4253671169281"
"E000V00050,-70.66,-33.147,0.608518481254578,1.97806429862976,2.9897289276123,3.06147336959839,2.33970642089844,1.41773152351379,2.05000877380371,2.25357723236084"
"E000V00177,-71.46,-33.23,1.09419667720795,2.08276653289795,3.86725473403931,3.91204285621643,2.27809143066406,1.92946171760559,2.16101741790771,2.93766736984253"
"E000V00178,-71.155,-33.287,1.08761823177338,2.08898329734802,3.22843718528748,3.67741465568542,2.71091985702515,1.71119356155396,2.21550536155701,2.74757647514343"
"E000V00046,-70.502,-33.353,0.792783439159393,1.96068215370178,2.96284532546997,3.02515268325806,2.6177499294281,1.33323764801025,2.04344701766968,2.18287897109985"
"E000330021,-70.787,-33.378,0.0767930820584297,1.98729050159454,2.98649668693542,3.00473308563232,2.04318594932556,1.04160690307617,2.00553011894226,2.01523399353027"
"E000V00043,-70.733,-33.42,0.0767930820584297,1.98729050159454,2.98649668693542,3.00473308563232,2.04318594932556,1.04160690307617,2.00553011894226,2.01523399353027"
"E000V00055,-71.026,-33.439,0.847171783447266,1.97738099098206,2.98552823066711,3.07418704032898,2.14586019515991,1.15736830234528,2.04595041275024,2.12368392944336"
"E000V00038,-71.624,-33.439,1.10863196849823,2.02496767044067,3.65712308883667,3.74332237243652,2.78895926475525,1.82743155956268,2.67735075950623,2.81949639320374"
"E000330020,-70.683,-33.445,0.0767930820584297,1.98729050159454,2.98649668693542,3.00473308563232,2.04318594932556,1.04160690307617,2.00553011894226,2.01523399353027"
"E000330019,-70.549,-33.455,0.836503744125366,1.95977640151978,2.95515513420105,2.99757099151611,2.77585959434509,1.71698081493378,2.01425814628601,2.03898119926453"
"E000V00044,-70.7,-33.467,0.0767930820584297,1.98729050159454,2.98649668693542,3.00473308563232,2.04318594932556,1.04160690307617,2.00553011894226,2.01523399353027"
"E000V00047,-70.766,-33.517,0.0767930820584297,1.98729050159454,2.98649668693542,3.00473308563232,2.04318594932556,1.04160690307617,2.00553011894226,2.01523399353027"
"E000V00039,-71.596,-33.543,1.10863196849823,2.02496767044067,3.65712308883667,3.74332237243652,2.78895926475525,1.82743155956268,2.67735075950623,2.81949639320374"
"E000V00045,-70.548,-33.545,0.836503744125366,1.95977640151978,2.95515513420105,2.99757099151611,2.77585959434509,1.71698081493378,2.01425814628601,2.03898119926453"
"E000V00058,-70.902,-33.608,0.847171783447266,1.97738099098206,2.98552823066711,3.07418704032898,2.14586019515991,1.15736830234528,2.04595041275024,2.12368392944336"
"E000V00048,-70.567,-33.617,0.836503744125366,1.95977640151978,2.95515513420105,2.99757099151611,2.77585959434509,1.71698081493378,2.01425814628601,2.03898119926453"
"E000330031,-78.833,-33.636,1.11337220668793,1.6958327293396,2.3839647769928,2.47346568107605,2.19431710243225,1.23907017707825,2.17616438865662,2.2645857334137"
"E000330030,-71.613,-33.656,1.20968592166901,1.99214243888855,3.35755705833435,3.48901915550232,2.59264993667603,1.73583924770355,2.459881067276,2.70643305778503"
"E000V00049,-70.089,-33.676,0.295069575309753,1.34401392936707,2.3136625289917,2.39337420463562,2.146644115448,1.03737533092499,2.03697681427002,2.08137607574463"
"E000V00057,-71.101,-33.692,0.789085209369659,1.92250120639801,2.86919760704041,3.05286931991577,2.17209672927856,1.19924557209015,2.05822920799255,2.148597240448"
"E000V00052,-70.707,-33.707,0.274747908115387,1.41732311248779,2.38850426673889,3.00394177436829,2.12748408317566,1.12563073635101,2.0208215713501,2.053795337677"
"E000V00053,-70.639,-33.862,0.274747908115387,1.41732311248779,2.38850426673889,3.00394177436829,2.12748408317566,1.12563073635101,2.0208215713501,2.053795337677"
"E000V00179,-70.22,-33.878,0.314037829637527,1.40320432186127,2.341064453125,2.47613096237183,2.14841747283936,0.758290708065033,2.03188395500183,2.07880711555481"
"E000V00056,-71.394,-33.941,0.993504762649536,1.97700226306915,3.00145792961121,3.1499559879303,2.28377747535706,1.73739635944366,2.13916325569153,2.68865585327148"
"E000V00068,-71.825,-33.959,1.01910269260406,1.98870158195496,3.02428960800171,3.67903423309326,2.78006505966187,1.85859644412994,2.12594747543335,2.8277006149292"
"E000V00064,-70.717,-33.983,0.118541099131107,1.93971359729767,2.86569952964783,2.99261903762817,2.03863644599915,1.03921318054199,2.00818610191345,2.02498984336853"
"E000V00054,-70.995,-34.029,0.953157067298889,1.98577094078064,2.11193346977234,3.00343918800354,2.02776312828064,1.03743767738342,2.00805854797363,2.0281810760498"
"E000V00059,-70.772,-34.169,0.197601929306984,1.95332384109497,2.19733262062073,2.97644257545471,2.05130434036255,1.05162394046783,2.00463318824768,2.0318021774292"
"E000V00180,-70.402,-34.203,0.300096333026886,1.47721123695374,2.30724883079529,2.53105401992798,2.11360836029053,1.06398403644562,2.01770997047424,2.06593918800354"
"E000V00061,-70.997,-34.215,0.933570861816406,1.98925137519836,2.91855549812317,2.99849081039429,2.02673077583313,1.03718197345734,2.00209140777588,2.02410054206848"
"E000V00062,-71.3,-34.217,0.956205427646637,1.98030698299408,2.92695212364197,3.01119208335876,2.10239005088806,1.79143607616425,2.01921558380127,2.74649739265442"
"E000V00060,-70.948,-34.261,0.933570861816406,1.98925137519836,2.91855549812317,2.99849081039429,2.02673077583313,1.03718197345734,2.00209140777588,2.02410054206848"
"E000V00066,-70.812,-34.279,0.197601929306984,1.95332384109497,2.19733262062073,2.97644257545471,2.05130434036255,1.05162394046783,2.00463318824768,2.0318021774292"
"E000V00065,-70.834,-34.322,0.197601929306984,1.95332384109497,2.19733262062073,2.97644257545471,2.05130434036255,1.05162394046783,2.00463318824768,2.0318021774292"
"E000V00067,-72.019,-34.394,1.00714552402496,1.98287630081177,2.95704460144043,3.0225396156311,2.58563303947449,1.87423992156982,2.71085858345032,2.81124234199524"
"E000V00063,-70.21,-34.411,0.244787484407425,1.28116714954376,2.20695614814758,2.30035829544067,2.09318208694458,0.500195264816284,2.0167453289032,2.05453562736511"
"E000V00071,-71.463,-34.485,0.998426198959351,1.99287843704224,2.97992968559265,3.00428891181946,2.87169289588928,1.945157289505,2.01762294769287,2.87759518623352"
"E000V00069,-71.898,-34.645,1.00966906547546,1.98392474651337,2.9516339302063,3.00637769699097,2.14392805099487,1.88970029354095,2.69033098220825,2.82201623916626"
"E000V00072,-71.4,-34.691,1.02682888507843,1.97757530212402,2.9309995174408,3.00353908538818,2.21679735183716,1.83357071876526,2.03752303123474,2.18282437324524"
"E000V00070,-71.63,-34.714,1.01202607154846,1.97942769527435,2.93865275382996,3.01001644134521,2.18038439750671,1.85515904426575,2.26549196243286,2.45310544967651"
"E000340044,-71.02,-34.721,1.85611820220947,1.98769736289978,2.9577739238739,2.98375248908997,3.76658391952515,1.91387248039246,0.268357276916504,1.14819049835205"
"E000V00181,-70.52,-34.781,0.0739852115511894,1.07717788219452,2.05175971984863,2.07483148574829,2.02703261375427,1.02039301395416,1.99888706207275,2.01035284996033"
"E000V00086,-72.026,-34.855,1.00966906547546,1.98392474651337,2.9516339302063,3.00637769699097,2.14392805099487,1.88970029354095,2.69033098220825,2.82201623916626"
"E000V00084,-71.125,-34.96,1.11875438690186,1.95112407207489,2.72123312950134,2.8357880115509,2.34135937690735,1.32363164424896,1.83237886428833,1.93878471851349"
"E000V00083,-71.832,-34.968,1.01699769496918,1.9826226234436,2.94127440452576,3.01618003845215,2.14508676528931,1.87910044193268,2.1333532333374,2.77185082435608"
"E000340031,-71.217,-34.969,1.76558935642242,1.98987567424774,2.96243333816528,2.99618077278137,2.82570314407349,1.84617006778717,1.24476277828217,1.2735208272934"
"E000V00085,-70.811,-35,0.977032244205475,1.95294451713562,2.1502833366394,2.2076108455658,2.09025359153748,1.08240926265717,1.97995698451996,2.01415657997131"
"E000V00076,-71.956,-35.128,1.02863192558289,1.97381913661957,2.89519262313843,3.02833795547485,2.25665211677551,1.81809687614441,2.25034260749817,2.75566649436951"
"E000V00182,-70.83,-35.398,1.0027664899826,1.94577956199646,2.32258105278015,2.9350528717041,2.157958984375,1.15695428848267,2.05727696418762,2.08692049980164"
"E000V00079,-71.467,-35.419,1.01914501190186,1.98283243179321,2.92473983764648,3.68058824539185,2.83391356468201,1.86260604858398,2.79096388816833,2.69365930557251"
"E000V00078,-71.7,-35.533,1.01345419883728,1.98923182487488,2.95195412635803,3.7674868106842,2.88767862319946,1.91874372959137,2.8684446811676,2.876877784729"
"E000V00074,-71.454,-35.663,1.02305686473846,1.98147296905518,2.90534925460815,3.46257257461548,2.82104825973511,1.83709979057312,2.78918981552124,2.38089323043823"
"E000V00077,-72.082,-35.672,1.04745209217072,1.97664487361908,2.85862898826599,3.00528311729431,2.77332592010498,1.793665766716,2.74062752723694,2.74584579467773"
"E000V00080,-71.062,-35.699,1.01383364200592,1.97663033008575,2.85284638404846,2.99182963371277,2.10518598556519,1.10584986209869,2.06676292419434,2.06514263153076"
"E000V00081,-72.511,-35.707,1.01262581348419,1.99458074569702,2.95874357223511,2.98398900032043,2.95236277580261,1.95161354541779,2.9477014541626,2.95154643058777"
"E000V00075,-71.631,-35.753,1.03849029541016,1.97644293308258,2.87330174446106,3.14069795608521,2.7746365070343,1.79987454414368,2.73722791671753,2.70070385932922"
"E000V00082,-72.587,-35.836,1.01262581348419,1.99458074569702,2.95874357223511,2.98398900032043,2.95236277580261,1.95161354541779,2.9477014541626,2.95154643058777"
"E000V00183,-71.05,-36.06,1.018630027771,1.97657370567322,2.17346477508545,2.97092890739441,2.08004117012024,1.07478880882263,2.05299663543701,2.05223298072815"
"E000V00087,-72.783,-36.133,1.11896085739136,1.97635090351105,2.13602042198181,2.8039915561676,2.52323937416077,1.47432565689087,2.52260065078735,2.52539324760437"
"E000V00073,-71.548,-36.257,1.02095997333527,1.98901343345642,2.92267298698425,2.95928859710693,2.04085040092468,1.87480199337006,2.02771544456482,2.01779317855835"
"E000V00091,-71.9,-36.292,1.13016068935394,2.01091742515564,2.77111387252808,2.91579985618591,2.75270557403564,1.71562731266022,2.67619109153748,2.16321682929993"
"E000V00090,-72.64,-36.43,1.07490122318268,1.99159944057465,2.03025817871094,2.82950925827026,2.04547762870789,1.02018737792969,2.07733559608459,2.07690715789795"
"E000V00088,-72.699,-36.492,1.07490122318268,1.99159944057465,2.03025817871094,2.82950925827026,2.04547762870789,1.02018737792969,2.07733559608459,2.07690715789795"
"E000V00092,-71.549,-36.56,1.05943274497986,1.95914626121521,2.17055487632751,2.22930979728699,1.42002391815186,0.406863123178482,1.38999974727631,1.38001263141632"
"E000360011,-72.037,-36.586,1.66039049625397,2.51808738708496,2.75691628456116,3.38431477546692,3.27059674263,2.18728804588318,2.68114876747131,2.61320757865906"
"E000V00089,-72.603,-36.625,1.30535233020782,1.97205007076263,2.1121563911438,2.32080769538879,2.16271185874939,0.941395461559296,2.21842503547668,2.22878885269165"
"E000V00099,-72.965,-36.672,1.97228467464447,1.99684226512909,2.00515294075012,2.01676321029663,2.00937294960022,0.999996483325958,2.01173281669617,2.00989103317261"
"E000V00096,-72.704,-36.697,1.19515490531921,1.98241424560547,2.03816890716553,2.14661979675293,2.06400203704834,0.993118643760681,2.61255240440369,2.605952501297"
"E000V00098,-72.983,-36.733,1.97228467464447,1.99684226512909,2.00515294075012,2.01676321029663,2.00937294960022,0.999996483325958,2.01173281669617,2.00989103317261"
"E000360019,-73.066,-36.781,1.97228467464447,1.99684226512909,2.00515294075012,2.01676321029663,2.00937294960022,0.999996483325958,2.01173281669617,2.00989103317261"
"E000V00184,-71.5,-36.88,1.16337990760803,1.43538320064545,2.1039719581604,2.16760635375977,2.06820511817932,0.32281231880188,2.02262949943542,2.03584313392639"
"E000V00093,-72.099,-36.977,1.81614029407501,1.96139454841614,2.07970237731934,2.15275144577026,2.10187244415283,0.297777384519577,1.65324151515961,2.05650496482849"
"E000V00095,-73.14,-37.005,1.43591511249542,1.89091920852661,2.0918653011322,2.30641222000122,2.2283148765564,0.948571801185608,2.19354557991028,2.11197638511658"
"E000V00106,-72.403,-37.035,1.73812925815582,1.96013927459717,2.06591725349426,2.19585013389587,2.1355140209198,0.445097178220749,2.07925534248352,2.08811092376709"
"E000V00097,-73.155,-37.092,1.43591511249542,1.89091920852661,2.0918653011322,2.30641222000122,2.2283148765564,0.948571801185608,2.19354557991028,2.11197638511658"
"E000V00105,-71.245,-37.111,1.10430264472961,1.8403834104538,2.09503531455994,2.14900469779968,2.05870008468628,0.283266425132751,2.02871465682983,2.03655910491943"
"E000V00094,-72.012,-37.141,1.90254950523376,1.96211159229279,2.0299117565155,2.06544017791748,2.04547643661499,0.146643936634064,1.99746966362,2.02376294136047"
"E000V00108,-72.946,-37.167,1.24221646785736,1.93085289001465,2.04045963287354,2.71135139465332,2.68116044998169,0.939167141914368,2.57828187942505,2.05028176307678"
"E000V00107,-72.328,-37.213,1.85678911209106,1.95366227626801,2.04308104515076,2.16115665435791,2.13212418556213,0.344857454299927,2.00902986526489,2.04019808769226"
"E000V00111,-71.949,-37.293,1.90254950523376,1.96211159229279,2.0299117565155,2.06544017791748,2.04547643661499,0.146643936634064,1.99746966362,2.02376294136047"
"E000V00100,-73.437,-37.305,1.07674205303192,1.92518317699432,2.02940940856934,2.07546877861023,2.05672788619995,0.948227286338806,2.04348182678223,2.03315782546997"
"E000V00185,-71.566,-37.323,1.16365218162537,1.33831095695496,2.06374311447144,2.10795545578003,2.05831599235535,0.230070918798447,2.02843737602234,2.03925776481628"
"E000370033,-72.424,-37.397,1.75766110420227,1.89210021495819,2.05143570899963,2.53692364692688,2.50822687149048,1.09064316749573,2.06293916702271,2.05789637565613"
"E000V00186,-72.83,-37.418,1.73117530345917,1.89088451862335,2.0447883605957,2.6231324672699,2.59815692901611,0.844609081745148,2.084153175354,2.05368685722351"
"E000V00103,-73.33,-37.485,1.09128928184509,1.86908388137817,2.02499890327454,2.08830666542053,2.07512283325195,0.883910417556763,2.04698085784912,2.03056454658508"
"E000V00110,-71.875,-37.536,1.69436478614807,1.81528794765472,2.06060647964478,2.11692976951599,2.07930731773376,0.3258296251297,2.04060649871826,2.0538637638092"
"E000V00104,-73.462,-37.627,1.10432100296021,1.32970547676086,2.04005098342896,2.09188795089722,2.07872128486633,0.371713191270828,2.05975365638733,2.05385208129883"
"E000V00109,-72.007,-37.685,1.87956190109253,1.92535519599915,2.02426409721375,2.05320286750793,2.04301834106445,0.865988612174988,2.0262131690979,2.0287663936615"
"E000V00116,-72.605,-37.726,1.7373229265213,1.83588349819183,2.04332804679871,2.14819574356079,2.1337628364563,0.354293018579483,2.05975246429443,2.055823802948"
"E000V00101,-73.412,-37.892,1.20256161689758,1.48582923412323,2.07654094696045,2.15967655181885,2.15333104133606,0.595269322395325,2.12807822227478,2.12305736541748"
"E000V00102,-73.097,-37.95,1.12078130245209,1.21200323104858,2.03192639350891,2.07869982719421,2.07881355285645,0.238242119550705,2.05908608436584,2.05267071723938"
"E000V00112,-71.435,-38.057,1.83698999881744,1.89552235603333,2.03353357315063,2.0897331237793,2.07718110084534,0.895150721073151,2.07079124450684,2.07364940643311"
"E000V00114,-72.298,-38.146,1.02082991600037,1.02973544597626,2.00801587104797,2.01250886917114,2.01485323905945,0.0435243882238865,2.0178427696228,2.01591205596924"
"E000V00117,-72.273,-38.228,1.02082991600037,1.02973544597626,2.00801587104797,2.01250886917114,2.01485323905945,0.0435243882238865,2.0178427696228,2.01591205596924"
"E000V00113,-71.233,-38.25,1.99280619621277,1.99529695510864,2.00151085853577,2.98693919181824,2.98649978637695,0.995353698730469,2.98637771606445,2.98651957511902"
"E000V00188,-72.956,-38.207,1.04508852958679,1.07919049263,2.01384258270264,2.02876758575439,2.03603863716125,0.107882633805275,2.03396344184875,2.03052067756653"
"E000V00187,-71.75,-38.414,1.11618328094482,1.15349996089935,2.03238725662231,2.05640554428101,2.0632598400116,0.205122619867325,2.08012771606445,2.07695031166077"
"E000V00121,-72.399,-38.435,1.17322421073914,1.22927033901215,2.16127300262451,2.18691945075989,2.28643536567688,0.572752416133881,2.34156942367554,2.26482176780701"
"E000V00129,-72.85,-38.446,1.12605607509613,1.18942523002625,2.06668043136597,2.09803032875061,2.16494345664978,0.377868741750717,2.18228435516357,2.14677143096924"
"E000V00126,-72.224,-38.675,1.14727056026459,1.17305016517639,2.16662549972534,2.17711091041565,2.27568006515503,1.06925559043884,2.8858425617218,2.80546188354492"
"E000V00115,-71.141,-38.732,1.79058301448822,1.83866548538208,2.03529644012451,2.07201814651489,2.07452368736267,0.224988013505936,2.07899379730225,2.08211517333984"
"E000380013,-72.46,-38.768,1.8665406703949,1.88007473945618,3.67760300636292,3.68456053733826,4.54124069213867,3.45683646202087,4.56496429443359,3.72295451164246"
"E000V00120,-71.683,-38.834,1.15328323841095,1.18448233604431,2.04185485839844,2.06039524078369,2.07885599136353,0.274192541837692,2.11184430122375,2.10620498657227"
"E000V00128,-72.787,-39.022,1.02937066555023,1.04502391815186,1.17239034175873,1.21456170082092,2.04387497901917,0.155247405171394,2.05183219909668,2.04293346405029"
"E000V00127,-72.252,-39.007,1.0016530752182,1.00189566612244,2.00096774101257,2.00106310844421,2.00192070007324,0.00602373108267784,2.00370907783508,2.00323820114136"
