Estacion,Lat,Lon,meses:1,3,6,9,12,24,36,48
E000V00003,-17.595,-69.478,-0.19,-0.35,-1.15,-1.04,-1.08,-0.11,-0.10,-0.15
E000V00002,-18.197,-69.554,1.64,1.35,-0.37,-0.02,0.09,0.61,0.52,0.67
E000180005,-18.356,-70.340,1.08,1.08,0.50,0.40,-0.04,-0.74,-0.30,0.72
E000V00001,-19.011,-69.857,-0.12,0.30,-0.25,0.25,0.17,0.23,0.26,0.45
E000V00006,-19.276,-68.638,0.69,0.58,-1.34,-0.89,-0.87,0.27,0.08,0.05
E000V00005,-19.313,-69.427,-0.10,0.49,-0.50,0.10,0.09,0.56,0.35,0.55
E000V00007,-19.996,-69.767,0.05,-0.26,-1.17,-0.72,-0.91,-1.03,-0.90,-0.93
E000V00004,-20.250,-70.117,-0.33,-0.16,-0.16,-0.33,-0.38,-0.39,-0.35,-0.20
E000V00008,-20.501,-69.342,-0.34,-0.50,-1.27,-0.83,-0.82,-0.73,-0.77,-0.65
E000200006,-20.549,-70.181,1.08,0.73,0.59,0.57,0.12,-0.55,0.25,0.44
E000V00011,-21.224,-68.255,0.20,0.38,-1.18,-0.80,-0.78,-0.74,-0.72,-0.65
E000V00013,-22.091,-70.200,-0.19,-0.10,-0.47,0.50,0.43,0.18,0.03,0.11
E000V00014,-22.350,-69.666,-0.22,-0.12,0.44,1.21,1.15,0.67,0.43,0.42
E000220002,-22.498,-68.892,0.69,0.27,0.24,0.16,-0.08,-0.15,0.31,0.23
E000V00009,-22.892,-69.320,-0.39,-0.30,-0.28,0.12,0.07,-0.10,-0.30,-0.28
E000V00012,-22.932,-68.213,-0.92,-0.05,-0.98,0.53,0.47,-0.08,-0.39,-0.07
E000230001,-23.454,-70.445,0.98,0.52,0.39,0.05,-0.82,-1.39,-0.80,-1.09
E000V00166,-23.600,-67.440,-1.35,-0.13,-0.31,0.60,0.58,0.10,-0.27,-0.10
E000V00165,-23.940,-68.570,-0.45,-0.40,-0.09,0.65,0.59,0.70,0.54,0.56
E000V00164,-24.510,-69.690,-0.34,-0.21,-0.22,1.01,0.70,0.40,0.25,0.18
E000V00167,-25.000,-69.300,-0.49,0.37,0.12,0.48,0.44,0.32,0.24,0.25
E000V00010,-25.411,-70.484,-0.35,-0.46,-0.15,-0.03,0.03,-0.29,-0.20,-0.09
E000V00168,-25.700,-69.270,-0.41,-0.39,0.68,0.70,0.62,0.50,0.46,0.47
E000V00169,-26.250,-68.990,-0.03,-0.33,0.04,0.16,0.14,0.16,-0.01,-0.01
