Estacion,Lat,Lon,meses:1,3,6,9,12,24,36,48
E000V00003,-17.595,-69.478,-1.67,-1.79,-1.51,-1.34,-1.22,0.00,0.56,0.23
E000V00002,-18.197,-69.554,-1.64,-1.32,-0.79,-0.39,-0.28,0.93,1.26,1.24
E000180005,-18.356,-70.340,1.11,1.43,1.03,0.75,0.37,-0.07,0.79,0.43
E000V00001,-19.011,-69.857,-1.86,-1.29,-0.19,0.29,0.33,0.98,1.24,1.17
E000V00006,-19.276,-68.638,-1.66,-1.76,-1.56,-1.01,-0.96,0.78,1.02,0.76
E000V00005,-19.313,-69.427,-1.86,-1.71,-0.71,-0.07,-0.02,0.89,1.02,1.01
E000V00007,-19.996,-69.767,-1.38,-1.00,-0.11,0.22,0.19,1.01,1.39,1.18
E000V00004,-20.250,-70.117,-1.41,-0.73,0.50,0.71,0.79,1.35,1.53,1.43
E000V00008,-20.501,-69.342,-1.54,-0.89,-0.21,0.39,0.60,1.29,1.50,1.31
E000200006,-20.549,-70.181,1.12,1.29,1.31,1.09,0.89,0.40,1.23,1.55
E000V00011,-21.224,-68.255,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
E000V00013,-22.091,-70.200,-1.78,-1.41,-1.16,0.68,0.88,1.41,1.56,1.19
E000V00014,-22.350,-69.666,-1.87,-1.66,-0.36,1.35,1.36,1.53,1.58,1.41
E000220002,-22.498,-68.892,-1.18,-0.50,-0.67,-0.59,-0.80,-0.78,-0.20,-0.34
E000V00009,-22.892,-69.320,-1.97,-1.90,-1.33,-0.93,-0.58,-0.10,0.19,-0.27
E000V00012,-22.932,-68.213,-0.96,-0.37,-1.02,-0.83,-0.83,-0.23,0.19,-0.13
E000230001,-23.454,-70.445,0.97,1.87,1.91,2.01,1.80,1.39,1.77,1.58
E000V00166,-23.600,-67.440,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
E000V00165,-23.940,-68.570,-2.22,-1.89,-1.73,-1.45,-1.10,-0.73,-0.69,-1.11
E000V00164,-24.510,-69.690,-2.12,-1.88,-1.68,-1.51,-1.28,-1.08,-1.07,-1.29
E000V00167,-25.000,-69.300,-2.95,-1.88,-1.69,-1.50,-1.25,-0.97,-0.99,-1.24
E000V00010,-25.411,-70.484,-2.32,-1.99,-1.73,-1.66,-1.45,-1.15,-1.20,-1.38
E000V00168,-25.700,-69.270,-0.45,-1.45,-1.44,-1.44,-1.43,-0.80,-1.03,-1.30
E000V00169,-26.250,-68.990,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
E000V00016,-26.332,-70.611,-2.80,-2.05,-1.76,-1.61,-1.38,-0.92,-1.03,-1.27
E000V00017,-26.391,-70.046,-2.69,-2.03,-1.81,-1.62,-1.34,-0.81,-1.00,-1.22
E000V00170,-27.070,-69.330,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
E000270008,-27.254,-70.781,0.18,0.26,0.41,0.42,0.10,0.26,0.68,1.26
E000270009,-27.359,-70.353,0.05,-0.05,-0.54,-0.45,-0.52,-0.24,0.07,0.82
E000V00171,-27.980,-69.810,-2.50,-1.91,-1.97,-1.82,-1.33,-0.93,-0.98,-1.41
E000V00019,-28.463,-71.225,-2.57,-2.63,-1.87,-1.64,-1.43,-1.10,-1.18,-1.33
E000V00018,-28.768,-70.449,-2.46,-2.16,-2.07,-1.99,-1.64,-1.38,-1.36,-1.53
E000V00015,-28.976,-70.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
E000V00021,-29.372,-71.116,0.00,-2.89,-2.43,-2.16,-2.05,-1.59,-1.55,-1.61
E000290004,-29.914,-71.207,-0.56,0.43,0.17,0.04,-0.20,-0.69,0.29,0.57
E000V00022,-30.031,-70.721,-3.02,-2.53,-2.23,-2.18,-1.79,-1.63,-1.55,-1.61
E000V00020,-30.234,-71.082,0.00,-3.05,-2.60,-2.47,-1.92,-1.69,-1.62,-1.67
E000V00172,-30.380,-71.720,-2.86,-2.39,-1.98,-1.90,-1.76,-1.45,-1.39,-1.59
E000V00027,-30.746,-70.937,-2.35,-2.71,-2.21,-2.30,-1.29,-1.68,-1.70,-1.70
E000V00028,-30.838,-71.256,-2.09,-2.51,-2.16,-2.20,-1.68,-1.74,-1.73,-1.80
E000V00026,-31.188,-70.999,-2.19,-2.12,-2.01,-2.08,-1.39,-1.64,-1.69,-1.74
E000V00024,-31.390,-71.413,-1.56,-1.83,-1.95,-2.05,-1.76,-1.73,-1.78,-1.86
E000V00023,-31.633,-71.152,-1.78,-1.84,-1.94,-2.08,-1.63,-1.67,-1.75,-1.85
E000V00025,-31.783,-70.970,-1.54,-1.87,-1.96,-2.06,-1.23,-1.61,-1.66,-1.76
E000320019,-32.076,-70.707,-0.68,0.04,-0.53,0.34,-0.51,-1.13,-1.04,-0.84
E000V00035,-32.251,-70.926,-1.36,-1.53,-1.69,-1.84,-1.23,-1.47,-1.60,-1.73
E000V00174,-32.343,-70.464,-0.55,-1.10,-1.30,-1.37,-0.99,-1.51,-1.58,-1.69
E000V00033,-32.362,-70.819,-0.96,-1.36,-1.58,-1.80,-1.16,-1.51,-1.60,-1.70
E000V00034,-32.505,-71.441,-0.87,-1.44,-1.66,-1.90,-1.63,-1.57,-1.67,-1.72
E000V00175,-32.540,-71.014,-1.00,-1.45,-1.65,-1.86,-1.32,-1.52,-1.62,-1.71
E000V00041,-32.594,-70.725,-0.90,-1.38,-1.62,-1.82,-1.39,-1.57,-1.61,-1.70
E000V00176,-32.618,-70.368,-0.72,-1.22,-1.38,-1.57,-1.07,-1.52,-1.62,-1.69
E000V00040,-32.757,-70.809,-0.93,-1.41,-1.60,-1.83,-1.48,-1.56,-1.62,-1.70
E000V00031,-32.789,-71.526,-0.71,-1.50,-1.72,-2.06,-1.77,-1.62,-1.67,-1.69
E000V00037,-32.790,-71.173,-0.52,-1.20,-1.41,-1.62,-1.53,-1.61,-1.70,-1.73
E000320028,-32.828,-71.227,-1.00,-0.32,-0.37,0.03,-0.75,-0.94,-1.07,-0.98
