Estacion,Lat,Lon,meses:1,3,6,9,12,24,36,48
E000V00003,-69.478,-17.595,1.36969995498657,0.804000020027161,0.874400019645691,0.864000022411346,0.64190000295639,1.18250000476837,1.42719995975494,1.50680005550385
E000V00002,-69.554,-18.197,0.535399973392487,0.919900000095367,1.17170000076294,1.21700000762939,1.26890003681183,1.53810000419617,1.61319994926453,1.5333000421524
E000180005,-70.34,-18.356,1.75380003452301,1.13709998130798,0.941699981689453,0.711300015449524,0.809700012207031,1.74300003051758,1.67980003356934,1.23049998283386
E000V00001,-69.857,-19.011,1.02279996871948,0.798699975013733,0.844799995422363,0.730799973011017,0.764800012111664,1.52380001544952,1.42320001125336,1.00240004062653
E000V00006,-68.638,-19.276,0.621299982070923,0.455399990081787,0.287299990653992,0.338699996471405,0.35139998793602,1.38440001010895,1.64419996738434,1.75709998607635
E000V00005,-69.427,-19.313,0.590699970722198,0.899200022220612,1.36969995498657,1.22239995002747,1.36039996147156,2.13759994506836,1.92760002613068,1.54219996929169
E000V00007,-69.767,-19.996,1.13689994812012,0.815299987792969,0.566600024700165,0.244800001382828,0.292899996042252,1.65480005741119,1.88090002536774,1.41120004653931
E000V00004,-70.117,-20.25,1.42599999904633,1.40610003471375,1.6574000120163,1.76119995117188,1.6826000213623,1.64820003509521,1.56470000743866,1.32809996604919
E000V00008,-69.342,-20.501,1.19110000133514,1.0106999874115,1.32330000400543,1.40139997005463,1.505499958992,1.81910002231598,1.7036999464035,1.32799994945526
E000200006,-70.181,-20.549,1.18040001392365,1.22169995307922,1.28799998760223,1.45879995822906,1.60829997062683,1.7791999578476,1.85720002651215,1.63199996948242
E000V00011,-68.255,-21.224,-1.38010001182556,-0.782899975776672,-0.9307000041008,-1.04980003833771,-0.900099992752075,-0.367500007152557,-0.112499997019768,0.230599999427795
E000V00013,-70.2,-22.091,1.27760004997253,1.08309996128082,1.33319997787476,1.55120003223419,1.70729994773865,1.932000041008,1.80309998989105,1.6308000087738
E000V00014,-69.666,-22.35,1.39919996261597,1.1680999994278,1.1952999830246,1.28709995746613,1.37670004367828,1.49339997768402,1.51300001144409,1.41380000114441
E000220002,-68.892,-22.498,1.53719997406006,1.34920001029968,1.38950002193451,1.29499995708466,1.34940004348755,1.61730003356934,1.75150001049042,1.50650000572205
E000V00009,-69.32,-22.892,1.47909998893738,1.25049996376038,1.4728000164032,1.3186000585556,1.2684999704361,1.16719996929169,1.31710004806519,1.23420000076294
E000V00012,-68.213,-22.932,-0.0623999983072281,0.651799976825714,0.283499985933304,0.883400022983551,1.05019998550415,1.30850005149841,1.51209998130798,1.48959994316101
E000230001,-70.445,-23.454,-0.306600004434586,-0.202399998903275,0.0987000018358231,0.229499995708466,0.24600000679493,0.704999983310699,0.976999998092651,1.23080003261566
