1991	01	0
1991	02	0
1991	03	0
1991	04	0
1991	05	0
1991	06	0
1991	07	0
1991	08	0
1991	09	0
1991	10	0
1991	11	0
1991	12	0
1992	01	0
1992	02	0
1992	03	0
1992	04	0
1992	05	0
1992	06	0
1992	07	0
1992	08	0
1992	09	0
1992	10	0
1992	11	0
1992	12	0
1993	01	0
1993	02	0
1993	03	0
1993	04	0
1993	05	0
1993	06	0
1993	07	0
1993	08	0
1993	09	0
1993	10	0
1993	11	0
1993	12	0
1994	01	0
1994	02	0
1994	03	0
1994	04	0
1994	05	0
1994	06	0
1994	07	0
1994	08	0
1994	09	0
1994	10	0
1994	11	0
1994	12	0
1995	01	0
1995	02	0
1995	03	0
1995	04	0
1995	05	0
1995	06	0
1995	07	0
1995	08	0
1995	09	0
1995	10	0
1995	11	0
1995	12	0
1996	01	0
1996	02	0
1996	03	0
1996	04	0
1996	05	0
1996	06	0
1996	07	0
1996	08	0
1996	09	0
1996	10	0
1996	11	0
1996	12	0
1997	01	0
1997	02	0
1997	03	0
1997	04	0
1997	05	0
1997	06	0
1997	07	0
1997	08	0
1997	09	0
1997	10	0
1997	11	0
1997	12	0
1998	01	0
1998	02	0
1998	03	0
1998	04	0
1998	05	0
1998	06	0
1998	07	0
1998	08	0
1998	09	0
1998	10	0
1998	11	0
1998	12	0
1999	01	0
1999	02	0
1999	03	0
1999	04	0
1999	05	0
1999	06	0
1999	07	0
1999	08	0
1999	09	0
1999	10	0
1999	11	0
1999	12	0
2000	01	0
2000	02	0
2000	03	0
1991	01	0
1991	02	0
1991	03	0
1991	04	0
1991	05	0
1991	06	0
1991	07	0
1991	08	0
1991	09	0
1991	10	0
1991	11	0
1991	12	0
1992	01	0
1992	02	0
1992	03	0
1992	04	0
1992	05	0
1992	06	0
1992	07	0
1992	08	0
1992	09	0
1992	10	0
1992	11	0
1992	12	0
1993	01	0
1993	02	0
1993	03	0
1993	04	0
1993	05	0
1993	06	0
1993	07	0
1993	08	0
1993	09	0
1993	10	0
1993	11	0
1993	12	0
1994	01	0
1994	02	0
1994	03	0
1994	04	0
1994	05	0
1994	06	0
1994	07	0
1994	08	0
1994	09	0
1994	10	0
1994	11	0
1994	12	0
1995	01	0
1995	02	0
1995	03	0
1995	04	0
1995	05	0
1995	06	0
1995	07	0
1995	08	0
1995	09	0
1995	10	0
1995	11	0
1995	12	0
1996	01	0
1996	02	0
1996	03	0
1996	04	0
1996	05	0
1996	06	0
1996	07	0
1996	08	0
1996	09	0
1996	10	0
1996	11	0
1996	12	0
1997	01	0
1997	02	0
1997	03	0
1997	04	0
1997	05	0
1997	06	0
1997	07	0
1997	08	0
1997	09	0
1997	10	0
1997	11	0
1997	12	0
1998	01	0
1998	02	0
1998	03	0
1998	04	0
1998	05	0
1998	06	0
1998	07	0
1998	08	0
1998	09	0
1998	10	0
1998	11	0
1998	12	0
1999	01	0
1999	02	0
1999	03	0
1999	04	0
1999	05	0
1999	06	0
1999	07	0
1999	08	0
1999	09	0
1999	10	0
1999	11	0
1999	12	0
2000	01	0
2000	02	0
2000	03	0
2000	04	63.677808
2000	05	40.6451664
2000	06	0
2000	07	29.645052
2000	08	0
2000	09	0
2000	10	54.4921968
2000	11	2.1828096
2000	12	14.2659768
2001	01	11.5817736
2001	02	11.2683648
2001	03	0
2001	04	40.29804
2001	05	0
2001	06	9.728856
2001	07	0
2001	08	8.5873968
2001	09	6.2063784
2001	10	0
2001	11	0
2001	12	0
2002	01	19.689588
2002	02	2.1954912
2002	03	31.0154256
2002	04	2.1154608
2002	05	0
2002	06	58.32072
2002	07	61.6457568
2002	08	24.3848232
2002	09	9.43524
2002	10	240.2562
2002	11	91.72872
2002	12	21.6086616
2003	01	9.4488
2003	02	1.35424128
2003	03	44.7239232
2003	04	9.651528
2003	05	56.2905192
2003	06	57.05568
2003	07	49.7431704
2003	08	17.929284
2003	09	93.69
2003	10	13.28412
2003	11	7.530912
2003	12	21.9064848
2004	01	28.0487256
2004	02	18.045192
2004	03	0
2004	04	10.765656
2004	05	2.51033784
2004	06	22.022568
2004	07	144.761568
2004	08	29.081844
2004	09	15.095016
2004	10	19.8797544
2004	11	14.399856
2004	12	7.5562872
2005	01	25.2811944
2005	02	4.615632
2005	03	3.39779592
2005	04	42.567264
2005	05	14.464848
2005	06	76.5216
2005	07	21.3437976
2005	08	42.5685552
2005	09	13.432824
2005	10	30.5225256
2005	11	4.3864848
2005	12	8.2979064
2006	01	21.6567984
2006	02	14.1394848
2006	03	15.7635744
2006	04	20.039904
2006	05	16.9049448
2006	06	43.595856
2006	07	21.8762784
2006	08	6.42894864
2006	09	95.19984
2006	10	9.457728
2006	11	7.861752
2006	12	11.3029224
2007	01	23.9551632
2007	02	12.4295136
2007	03	67.1803728
2007	04	35.53632
2007	05	52.7316696
2007	06	45.571464
2007	07	92.726208
2007	08	5.06289024
2007	09	12.89376
2007	10	48.722328
2007	11	37.974528
2007	12	19.5496416
2008	01	10.4001528
2008	02	45.5798568
2008	03	25.9218528
2008	04	24.297192
2008	05	16.451328
2008	06	15.922224
2008	07	38.0590224
2008	08	48.265512
2008	09	9.173808
2008	10	3.9812556
2008	11	36.8694
2008	12	11.0575512
2009	01	5.01830232
2009	02	13.7967648
2009	03	34.7634744
2009	04	99.37296
2009	05	58.320672
2009	06	138.27528
2009	07	13.5812736
2009	08	44.4962592
2009	09	10.947384
2009	10	16.3015608
2009	11	32.193648
2009	12	12.7706112
2010	01	63.9927792
2010	02	36.937488
2010	03	27.469968
2010	04	7.1202672
2010	05	30.125676
2010	06	32.158944
2010	07	63.1379232
2010	08	47.9740128
2010	09	1.9254168
2010	10	17.0207856
2010	11	7.721568
2010	12	5.4128604
2011	01	18.2960016
2011	02	9.8882784
2011	03	4.87012728
2011	04	10.140552
2011	05	20.6122968
2011	06	11.208384
2011	07	46.99848
2011	08	18.9504984
2011	09	7.236288
2011	10	6.13683936
2011	11	0
2011	12	4.19026008
2012	01	7.873752
2012	02	0
2012	03	44.964384
2012	04	9.154584
2012	05	38.9675208
2012	06	2.0364624
2012	07	25.4389968
2012	08	26.3091048
2012	09	4.1781744
2012	10	4.0707216
2012	11	4.208508
2012	12	8.1473208
2013	01	34.1949096
2013	02	33.065424
2013	03	27.2253408
2013	04	21.630168
2013	05	5.37577944
2013	06	17.129016
2013	07	14.9530608
2013	08	14.4972864
2013	09	2.1738312
2013	10	41.7386232
2013	11	11.335176
2013	12	21.6227976
2014	01	11.8788528
2014	02	18.9233856
2014	03	6.4766316
2014	04	11.748672
2014	05	9.0539592
2014	06	85.13352
2014	07	58.0437552
2014	08	47.8177728
2014	09	13.957272
2014	10	1.8268548
2014	11	8.14392
2014	12	15.790656
2015	01	3.81572304
2015	02	15.1776576
2015	03	22.2951504
2015	04	24.9561888
2015	05	8.9221224
2015	06	24.750576
2015	07	16.2648816
2015	08	9.7637352
2015	09	4.4270208
2015	10	4.84741296
2015	11	15.239736
2015	12	9.4260336
2016	01	41.04648
2016	02	14.903796
2016	03	14.0877144
2016	04	2.5114392
2016	05	15.3202992
2016	06	16.637112
2016	07	13.4844792
2016	08	13.1977416
2016	09	0
2016	10	11.386548
2016	11	29.533248
2016	12	7.04506992
2017	01	22.2368952
2017	02	59.516016
2017	03	6.59409432
2017	04	12.305592
2017	05	14.8242744
2017	06	2.801808
2017	07	5.6275788
2017	08	4.08657624
2017	09	10.361664
2017	10	8.569764
2017	11	10.181664
2017	12	12.129432
2018	01	8.1680784
2018	02	26.4164544
2018	03	8.0729208
2018	04	20.424816
2018	05	32.2876656
2018	06	77.72616
2018	07	10.1148288
2018	08	15.4213344
2018	09	7.81596
2018	10	11.2349952
2018	11	6.1981344
2018	12	29.591112
2019	01	2.50722792
2019	02	17.8248
2019	03	37.6706544
2019	04	33.740064
2019	05	26.8112304
2019	06	29.631672
2019	07	21.0007518
2019	08	8.6515296
2019	09	3.2492448
2019	10	3.10030008
2019	11	20.933496
2019	12	21.4884312
2020	01	13.157268
2020	02	12.9033528
2020	03	36.9975576
2020	04	11.652192
2020	05	26.6254536
2020	06	31.271472
2020	07	52.510776
2020	08	6.82483848
2020	09	31.02624
2020	10	11.5913712
2020	11	32.274288
2020	12	14.7090288
2021	01	18.8408328
2021	02	31.809456
2021	03	22.0703136
2021	04	24.561576
2021	05	18.6360096
2021	06	6.4463328
2021	07	20.327196
2021	08	10.383264
2021	09	36.997776
2021	10	10.0109664
2021	11	6.900084
2021	12	7.17819384
2022	01	6.1355448
2022	02	28.1643936
2022	03	16.0925712
2022	04	9.319176
2022	05	5.29651368
2022	06	21.071664
2022	07	45.4202328
2022	08	14.5819536
2022	08	14.5819536
2022	08	14.5819536
2022	09	12.640968
2022	10	10.786884
2022	11	0
2022	12	12.7449432
2023	01	4.89288624
2023	02	23.230032
2023	03	7.9628832
2023	04	24.043896
2023	05	50.9872872
2023	06	24.018336
2023	07	79.10208
2023	08	22.2047544
2023	09	10.794672
2023	10	11.0187888
2023	11	6.4690272
2023	12	5.86818096
2024	01	24.0340272
2024	03	31.7038725
2024	03	31.7038725
2023	02	23.230032
2023	07	79.10208
2023	07	79.10208
